press-cuttings,press-cutting
huskily,huskily
pals,pal
glum,glum
pelt,pelt
exaggerates,exaggerate
pill,pill
decontaminates,decontaminate
electroplate,electroplate
hits,hit
lips,lip
moon,moon
ohms,ohm
pole,pole
poll,poll
polo,polo
putrescences,putrescence
disinclined,disincline
glut,glut
gnus,gnu
moor,moor
lops,lop
moos,moo
gout,gout
moot,moot
pull,pull
schools,school
employment,employment
pulp,pulp
pigeons,pigeon
serfdom,serfdom
shin,shin
ship,ship
huts,hut
nuns,nun
emblazoned,emblazon
poly,poly
dogma,dogma
shit,shit
sixthly,sixthly
skis,ski
skid,skid
skim,skim
skin,skin
skip,skip
jury,jury
skit,skit
accomplishment,accomplishment
buzz,buzz
praesidiums,praesidium
slid,slide
destiny,destiny
slim,slim
affront,affront
slip,slip
citrons,citron
slit,slit
snip,snip
soil,soil
spin,spin
spit,spit
shrilled,shrill
spiv,spiv
stir,stir
sublimity,sublimity
conurbation,conurbation
suit,suit
swig,swig
swim,swim
prearranging,prearrange
swiz,swiz
transshipments,transshipment
untutored,untutored
urge,urge
wees,wee
week,week
weep,weep
when,when
whet,whet
whey,whey
woes,woe
assembled,assemble
tycoons,tycoon
wren,wren
yeoman,yeoman
zebu,zebu
federations,federation
founding,found
gallops,gallop
sounding-board,sounding-board
strolled,stroll
frump,frump
firebirds,firebird
orlop,orlop
menopauses,menopause
penance,penance
heartlands,heartland
musicianship,musicianship
crepitations,crepitation
pandas,panda
crowbar,crowbar
faulting,fault
execrations,execration
incubator,incubator
microbe,microbe
pangas,panga
misgovernment,misgovernment
detribalization,detribalization
poplar,poplar
spin-offs,spin-off
sternwheeler,sternwheeler
usurpations,usurpation
pull-offs,pull-off
typecasting,typecast
ad lib,ad lib
icepick,icepick
letter-case,letter-case
remarriage,remarriage
oarswoman,oarswoman
distortions,distortion
perihelions,perihelion
minuting,minute
patricians,patrician
totalitarian,totalitarian
detractor,detractor
signature,signature
blood-money,blood-money
accustom,accustom
analgesic,analgesic
landau,landau
omnipresentest,omnipresent
extrasensory,extrasensory
silicone,silicone
menace,menace
incapacitate,incapacitate
divinity,divinity
reimbursing,reimburse
advancer,advancer
corundum,corundum
upheavals,upheaval
labors,labor
leveragedder,leveraged
d_emarches,d_emarche
thorniest,thorny
potbelly,potbelly
long-sighted,long-sighted
advances,advance
derange,derange
dignity,dignity
stupidity,stupidity
disrobing,disrobe
gibbous,gibbous
offender,offender
footslog,footslog
islander,islander
well-shaven,well-shaven
assassinations,assassination
day,day
effete,effete
map,map
oarswomen,oarswoman
tugboats,tugboat
bristliest,bristly
reduplicated,reduplicate
few,few
spillage,spillage
redraw,redraw
flounder,flounder
abominably,abominably
ballpoint-pens,ballpoint-pen
concentrated,concentrated,concentrate
relinquishes,relinquish
mop,mop
pom,pom
usurper,usurper
freewill,freewill
pleach,pleach
counterfeiting,counterfeit
dry,dry
underpass,underpass
own,own
preach,preach
incumbents,incumbent
massacring,massacre
attach,attach
blabbers,blabber
unaudited,unaudited
ancestor,ancestor
stupify,stupify
seconded,second
brotherhoods,brotherhood
thatch,thatch
gateposts,gatepost
restrictively,restrictively
transverse,transverse
botanized,botanize
nest-eggs,nest-egg
questionnaires,questionnaire
sabbatarians,sabbatarian
locust-trees,locust-tree
organized,organized,organize
oafish,oafish
raconteur,raconteur
envision,envision
grounded,ground
counterattacking,counterattack
offish,offish
byplay,byplay
apostrophize,apostrophize
feast-days,feast-day
immunized,immunize
unfinished,unfinished
unhinging,unhinge
dearth,dearth
Gov.,Gov.
resettle,resettle
accumulate,accumulate
expostulated,expostulate
sombreros,sombrero
tutorials,tutorial
electoral,electoral
unmovable,unmovable
millraces,millrace
guardians,guardian
disinvestment,disinvestment
sloppy,sloppy
troopers,trooper
constituted,constitute
easterly,easterly
formerly,formerly
positivists,positivist
orrisroot,orrisroot
wing-screws,wing-screw
remark,remark
stokeholds,stokehold
cotillion,cotillion
translates,translate
tarantulas,tarantula
paintbox,paintbox
scrivener,scrivener
gaudily,gaudily
amaryllis,amaryllis
monopolization,monopolization
inadvertent,inadvertent
fertility,fertility
papier-m^ach_e,papier-m^ach_e
maintenance,maintenance
rough-housing,rough-house
gave,give
rake,rake
kerb,kerb
electricity,electricity
jerkily,jerkily
overplayed,overplay
moodily,moodily
spicily,spicily
antiquarians,antiquarian
saleroom,saleroom
haul,haul
tail,tail
give,give
vitrifying,vitrify
fawn,fawn
mandragoras,mandragora
iota,iota
underpays,underpay
fathoms,fathom
sterility,sterility
toucan,toucan
wife,wife
neon,neon
days,day
kirk,kirk
lifebuoy,lifebuoy
maps,map
mope,mope
puma,puma
charitably,charitably
loathsome,loathsome
fews,few
shriller,shrill
jest,jest
pimp,pimp
nook,nook
thin,thin
fowl,fowl
this,this
toil,toil
unanimity,unanimity
into,into
noon,noon
twig,twig
unbelievably,unbelievably
effeteness,effeteness
pomp,pomp
trim,trim
waft,waft
hour,hour
poolroom,poolroom
housework,housework
joss,joss
mops,mop
poms,pom
china,china
trio,trio
pump,pump
trip,trip
skyscrapers,skyscraper
twin,twin
cavern,cavern
rationalism,rationalism
cozy,cozy
stroller,stroller
just,just
koala,koala
anaconda,anaconda
lieutenancy,lieutenancy
outspokenly,outspokenly
owns,own
girlishness,girlishness
threepences,threepence
twit,twit
unreasonable,unreasonable
weapons,weapon
weft,weft
fiasco,fiasco
withholding,withhold
pack-animal,pack-animal
dissuaded,dissuade
thrilled,thrill
coupons,coupon
patty-pans,patty-pan
skidding,skid
slipperiness,slipperiness
hydra,hydra
roguishness,roguishness
orisons,orison
wielding,wield
legitimatize,legitimatize
baobabs,baobab
whelp,whelp
rake-offs,rake-off
stirrup-cups,stirrup-cup
dispensary,dispensary
rent-collector,rent-collector
skimp,skimp
luxuriant,luxuriant
underrates,underrate
buttermilk,buttermilk
placebo,placebo
largish,largish
waggish,waggish
confabs,confab
territories,territory
abjurations,abjuration
overpopulation,overpopulation
funereal,funereal
pen-and-ink,pen-and-ink
adjurations,adjuration
polyp,polyp
yachting,yachting,yacht
shifting,shift
silence,silence
pinkish,pinkish
romance,romance
satirical,satirical
ambulance,ambulance
predominates,predominate
sustainable,sustainable
piloting,pilot
shirting,shirting
shitting,shit
whetting,whet
skirting,skirt
miniature,miniature
rumbas,rumba
swarthiest,swarthy
glutting,glut
grunting,grunt
headwinds,headwind
scorbutic,scorbutic
slitting,slit
spirting,spirt
devalue,devalue
stinting,stint
spitting,spitting,spit
wresting,wrest
proffered,proffer
manhandling,manhandle
palace,palace
monotheism,monotheism
infamous,infamous
drowsiness,drowsiness
pre-emptive,pre-emptive
humanitarians,humanitarian
orators,orator
bivalve,bivalve
fluoridized,fluoridize
pocket-knives,pocket-knife
nominee,nominee
potpourris,potpourri
fliers,flier
spittoons,spittoon
loquat,loquat
friars,friar
infers,infer
unzips,unzip
friers,frier
flagellation,flagellation
harbour,harbour
hardbound,hardbound
outnumbered,outnumber
police,police
punctured,puncture
outmarching,outmarch
undercarriages,undercarriage
whence,whence
colors,color
banknote,banknote
bloodsucker,bloodsucker
manumitted,manumit
violator,violator
acclivity,acclivity
overcapitalization,overcapitalization
subsidized,subsidize
denationalize,denationalize
seconder,seconder
abductor,abductor
blackballed,blackball
fax,fax
essences,essence
lumberrooms,lumberroom
nap,nap
overbear,overbear
balance-wheels,balance-wheel
pan,pan
jet,jet
pen,pen
wag,wag
wonderfully,wonderfully
diacritics,diacritic
exhort,exhort
fix,fix
nip,nip
pin,pin
sunflower,sunflower
s_eances,s_eance
wig,wig
incite,incite
kms,km
fox,fox
jot,jot
nightcaps,nightcap
jut,jut
pun,pun
crinoline,crinoline
bastardizes,bastardize
nosebleed,nosebleed
postillion,postillion
undramatically,undramatically
unbended,unbend
chambers,chamber
clambers,clamber
pretax,pretax
quench,quench
disguised,disguise
flea-bites,flea-bite
grouch,grouch
urbanized,urbanize
genialities,geniality
awe-struck,awe-struck
chin-strap,chin-strap
involving,involve
radish,radish
airway,airway
ski-lift,ski-lift
word-perfect,word-perfect
molehills,molehill
receivable,receivable
inopportune,inopportune
rubicund,rubicund
underacts,underact
actualities,actuality
bathing-suits,bathing-suit
commonalties,commonalty
mill-girl,mill-girl
arty-crafty,arty-crafty
hexameters,hexameter
rushlight,rushlight
reinterpretations,reinterpretation
octrois,octroi
overstocking,overstock
knockabout,knockabout
prodigally,prodigally
jeopardized,jeopardize
aperitif,aperitif
chairman,chairman
paladins,paladin
throttle,throttle
test-tubes,test-tube
outpatients,outpatient
sharpest,sharp
crucibles,crucible
eloquent,eloquent
conservancies,conservancy
wage-freezes,wage-freeze
faithlessness,faithlessness
chirruping,chirrup
deep-sea,deep-sea
federates,federate
financial,financial
meliorated,meliorate
rear-admirals,rear-admiral
guaranteeing,guarantee
broadcast,broadcast
sea-breeze,sea-breeze
ambassadors,ambassador
lard,lard
daze,daze
emendation,emendation
have,have
ink-pad,ink-pad
horse-sense,horse-sense
nape,nape
comb-out,comb-out
oboe,oboe
lira,lira
pane,pane
pang,pang
rale,rale
convulsed,convulse
gawk,gawk
lark,lark
mentioned,mentioned,mention
execrates,execrate
hive,hive
lire,lira
pine,pine
aphorisms,aphorism
ping,ping
rile,rile
sake,sake
fearfully,fearfully
oxygenate,oxygenate
drop-curtain,drop-curtain
lord,lord
doze,doze
harmonica,harmonica
habitation,habitation
hardbacks,hardback
lore,lore
naps,nap
odor,odor
pans,pan
jets,jet
pant,pant
pens,pen
perforation,perforation
insurmountable,insurmountable
jute,jute
lure,lure
pink,pink
kiss,kiss
nips,nip
articulation,articulation
gown,gown
lorn,lorn
lyre,lyre
pins,pin
pint,pint
lurk,lurk
pond,pond
pone,pone
punk,punk
considerateness,considerateness
jots,jot
bifurcated,bifurcated,bifurcate
cogitation,cogitation
glassworks,glassworks
mushroom,mushroom
liana,liana
regularization,regularization
regions,region
rely,rely
flowerbed,flowerbed
llama,llama
allspice,allspice
foxy,foxy
interlude,interlude
juts,jut
demarcation,demarcation
pony,pony
paunchiest,paunchy
puns,pun
postmistress,postmistress
punt,punt
eardrop,eardrop
rill,rill
puny,puny
role,role
roll,roll
rule,rule
thriller,thriller
topographically,topographically
dinner-jacket,dinner-jacket
disarranging,disarrange
motherhood,motherhood
table-linen,table-linen
logarithm,logarithm
typographically,typographically
unit,unit
unseasonable,unseasonable
hyena,hyena
uric,uric
fusions,fusion
wags,wag
wage,wage
wigs,wig
fine-tooth,fine-tooth
pomading,pomade
cuckolds,cuckold
enfranchisement,enfranchisement
poisons,poison
hoodoos,hoodoo
preferred,prefer
prisons,prison
incubations,incubation
unrolled,unroll
aquaplaned,aquaplane
perplexes,perplex
hounding,hound
drizzly,drizzly
undergarments,undergarment
exploiting,exploit
bishops,bishop
detonators,detonator
cranial,cranial
detractions,detraction
hunger-marcher,hunger-marcher
refractions,refraction
selfish,selfish
sambas,samba
exasperation,exasperation
planchettes,planchette
excavated,excavate
additional,additional
leaguing,league
haunting,haunt
tainting,taint
battle-axe,battle-axe
terminable,terminable
calculator,calculator
vulgar,vulgar
topcoat,topcoat
tout ensemble,tout ensemble
competently,competently
liberator,liberator
nabobs,nabob
reciprocals,reciprocal
enclosures,enclosure
transistor,transistor
ballads,ballad
lariat,lariat
owner-occupiers,owner-occupier
condors,condor
phrenology,phrenology
craftiness,craftiness
cantors,cantor
poppas,poppa
powder-horn,powder-horn
censors,censor
superstores,superstore
tableware,tableware
twisting,twist
sententiously,sententiously
twitting,twit
deaf mutes,deaf mute
nankeen,nankeen
verisimilitudes,verisimilitude
auctioneers,auctioneer
propulsive,propulsive
dubiousness,dubiousness
insanity,insanity
protruded,protrude
quotas,quota
makeweight,makeweight
nosecone,nosecone
episode,episode
haughty,haughty
administered,administer
empyrean,empyrean
faggots,faggot
love-seat,love-seat
polytheism,polytheism
soignee,soignee
undernourished,undernourished
chipped,chip
ostentatiously,ostentatiously
boners,boner
chirped,chirp
climber,climber
comers,comer
brimful,brimful
clipped,clip
proprietary,proprietary
intents,intent
crimped,crimp
populous,populous
banqueted,banquet
infatuating,infatuate
unfermented,unfermented
arm-holes,arm-hole
premiership,premiership
fretful,fretful
symptoms,symptom
crisped,crisp
exceptional,exceptional
pumice,pumice
stertorously,stertorously
amours,amour
segregating,segregate
allude,allude
significance,significance
jealous,jealous
accenting,accent
washcloths,washcloth
heterodoxy,heterodoxy
haw,haw
mar,mar
ram,ram
surfboards,surfboard
fey,fey
hew,hew
archaic,archaic
zee,zee
multiplying,multiply
nutshells,nutshell
seesaw,seesaw
vertically,vertically
incentive,incentive
kit,kit
owner-driven,owner-driven
rim,rim
stranding,strand
desalted,desalt
fly,fly
indite,indite
wisecrack,wisecrack
waistbands,waistband
how,how
belaying-pin,belaying-pin
forsaw,foresee
fry,fry
pro,pro
vitrify,vitrify
rum,rum
singsong,singsong
concessive,concessive
corroding,corrode
derivative,derivative
slag-heaps,slag-heap
slovenly,slovenly
springboards,springboard
enrich,enrich
exploding,explode
tommy-rot,tommy-rot
searchlight,searchlight
wristbands,wristband
unbolted,unbolt
brunch,brunch
refunded,refund
revisited,revisit
trainees,trainee
funfair,funfair
fungoid,fungoid
resident,resident
seventeen,seventeen
backseat,backseat
sleeping-draughts,sleeping-draught
personated,personate
skedaddles,skedaddle
quantitatively,quantitatively
seaway,seaway
scrapers,scraper
briquette,briquette
Mar.,Mar.
ablution,ablution
seventy-fifth,seventy-fifth
strident,strident
unspeakable,unspeakable
bluish,bluish
breath,breath
polygonal,polygonal
shrivels,shrivel
expeditious,expeditious
twenty-second,twenty-second
clodhopper,clodhopper
songbook,songbook
antipastos,antipasto
semiofficial,semiofficial
elephants,elephant
evidenced,evidence
fatherly,fatherly
table-lifting,table-lifting
proselytized,proselytize
astronauts,astronaut
opinionated,opinionated
coalpit,coalpit
interrogative,interrogative
reminiscences,reminiscence
alderman,alderman
balconied,balconied
destinations,destination
innkeeper,innkeeper
beachcombers,beachcomber
telegraph-wire,telegraph-wire
rowan-trees,rowan-tree
rationalist,rationalist
fellaheen,fellah
damask,damask
reconciling,reconcile
set-square,set-square
resolute,resolute
transept,transept
absentees,absentee
demijohn,demijohn
haranguing,harangue
mare,mare
sale,sale
take,take
lash,lash
water-towers,water-tower
mere,mere
panty-hose,panty-hose
self,self
hawk,hawk
mark,mark
marl,marl
sun-worship,sun-worship
kite,kite
mire,mire
airfields,airfield
electrocutes,electrocute
plod,plod
rime,rime
ramp,ramp
secretly,secretly
sell,sell
tike,tike
countenance,countenance
flatterer,flatterer
haws,haw
hewn,hew
lass,lass
last,last
lose,lose
mars,mar
mart,mart
more,more
hews,hew
less,less
characteristic,characteristic
lest,lest
lisp,lisp
odiously,odiously
dizzily,dizzily
howl,howl
kits,kit
peon,peon
list,list
lush,lush
morn,morn
plop,plop
poof,poof
pool,pool
murk,murk
plot,plot
poop,poop
poor,poor
balsa,balsa
loss,loss
lost,lose
mediaeval,mediaeval
miry,miry
plow,plow
ploy,ploy
pros,pro
analogue,analogue
dudgeon,dudgeon
disarrays,disarray
prod,prod
prom,prom
prop,prop
lust,lust
prow,prow
prox,prox
quizzically,quizzically
hardihood,hardihood
rams,ram
ravelled,ravel
rims,rim
romp,romp
rump,rump
salt,salt
sold,sell
microprocessors,microprocessor
revelled,revel
afterwards,afterwards
rivalled,rival
coalesced,coalesce
silk,silk
conformist,conformist
kanamycins,kanamycin
satrap,satrap
sill,sill
silo,silo
silt,silt
sole,sole
solo,solo
soli,solo
stopwatches,stopwatch
squalled,squall
sulk,sulk
seventy-eight,seventy-eight
tightropes,tightrope
entreated,entreat
sea-snakes,sea-snake
tittle-tattles,tittle-tattle
totalled,total
higher-octane,high-octane
trillionths,trillionth
tyke,tyke
vain,vain
neighboring,neighboring,neighbor
veil,veil
vein,vein
vociferates,vociferate
void,void
watercolorist,watercolorist
whipping-boy,whipping-boy
yielding,yielding,yield
zees,zee
take-offs,take-off
cheroot,cheroot
whatnot,whatnot
impassivity,impassivity
nuthouses,nuthouse
temperate,temperate
compressors,compressor
neglected,neglect
caravan,caravan
relating,relate
fearfulness,fearfulness
fixating,fixate
tallish,tallish
invalidation,invalidation
pricklier,prickly
womankind,womankind
fogsignal,fogsignal
referrals,referral
bell-metal,bell-metal
geometric,geometric
providence,providence
subjected,subject
giveaways,giveaway
suspicions,suspicion
corrected,correct
beneficially,beneficially
plummetted,plummet
adventures,adventure
draughtsman,draughtsman
reoffered,reoffer
whitish,whitish
miaouing,miaou
bilabial,bilabial
extractions,extraction
tendentiously,tendentiously
vixenish,vixenish
demobs,demob
misapprehending,misapprehend
unattended,unattended
prologues,prologue
trolley-cars,trolley-car
tablespoon,tablespoon
apiarists,apiarist
